Probe	Ensembl	chromosome_name
SLC25A12	ENSG00000115840	2
FAM82A1	ENSG00000115841	2
DARS	ENSG00000115866	2
SRSF7	ENSG00000115875	2
SDC1	ENSG00000115884	2
PLCL1	ENSG00000115896	2
SLC1A4	ENSG00000115902	2
SOS1	ENSG00000115904	2
KYNU	ENSG00000115919	2
WIPF1	ENSG00000115935	2
ORC2	ENSG00000115942	2
COX7A2L	ENSG00000115944	2
PNO1	ENSG00000115946	2
ORC4	ENSG00000115947	2
PLEK	ENSG00000115956	2
ATF2	ENSG00000115966	2
THADA	ENSG00000115970	2
AAK1	ENSG00000115977	2
TRAK2	ENSG00000115993	2
C2orf42	ENSG00000115998	2
TIA1	ENSG00000116001	2
PCYOX1	ENSG00000116005	2
EPAS1	ENSG00000116016	2
SUMO1	ENSG00000116030	2
CD207	ENSG00000116031	2
NFE2L2	ENSG00000116044	2
MSH6	ENSG00000116062	2
PLEKHA3	ENSG00000116095	2
SPR	ENSG00000116096	2
EPHA4	ENSG00000116106	2
FARSB	ENSG00000116120	2
ALMS1	ENSG00000116127	2
MREG	ENSG00000118242	2
FASTKD2	ENSG00000118246	2
NRP2	ENSG00000118257	2
CREB1	ENSG00000118260	2
KLF7	ENSG00000118263	2
VAMP8	ENSG00000118640	2
HS1BP3	ENSG00000118960	2
C2orf43	ENSG00000118961	2
WDR35	ENSG00000118965	2
DNAH7	ENSG00000118997	2
CYP20A1	ENSG00000119004	2
NDUFB3	ENSG00000119013	2
GTF3C3	ENSG00000119041	2
SATB2	ENSG00000119042	2
C2orf40	ENSG00000119147	2
ITGB1BP1	ENSG00000119185	2
CPSF3	ENSG00000119203	2
RHOQ	ENSG00000119729	2
GPR75	ENSG00000119737	2
SUPT7L	ENSG00000119760	2
KLHL29	ENSG00000119771	2
DNMT3A	ENSG00000119772	2
TMEM214	ENSG00000119777	2
ATAD2B	ENSG00000119778	2
FKBP1B	ENSG00000119782	2
ATL2	ENSG00000119787	2
YPEL5	ENSG00000119801	2
FAM98A	ENSG00000119812	2
YIPF4	ENSG00000119820	2
AFTPH	ENSG00000119844	2
HSPC159	ENSG00000119862	2
CNRIP1	ENSG00000119865	2
BCL11A	ENSG00000119866	2
CRIPT	ENSG00000119878	2
NCAPH	ENSG00000121152	2
GTDC1	ENSG00000121964	2
CXCR4	ENSG00000121966	2
ZRANB3	ENSG00000121988	2
ACVR2A	ENSG00000121989	2
MTERFD2	ENSG00000122085	2
HJURP	ENSG00000123485	2
METTL8	ENSG00000123600	2
TTC21B	ENSG00000123607	2
NMI	ENSG00000123609	2
TNFAIP6	ENSG00000123610	2
ACVR1C	ENSG00000123612	2
BAZ2B	ENSG00000123636	2
ACSL3	ENSG00000123983	2
CHPF	ENSG00000123989	2
DNPEP	ENSG00000123992	2
OBSL1	ENSG00000124006	2
FAM124B	ENSG00000124019	2
STAMBP	ENSG00000124356	2
NAGK	ENSG00000124357	2
MCEE	ENSG00000124370	2
PAIP2B	ENSG00000124374	2
SNRNP27	ENSG00000124380	2
MPHOSPH10	ENSG00000124383	2
LRRFIP1	ENSG00000124831	2
IL1B	ENSG00000125538	2
CHCHD5	ENSG00000125611	2
PAX8	ENSG00000125618	2
INSIG2	ENSG00000125629	2
POLR1B	ENSG00000125630	2
CCDC93	ENSG00000125633	2
PSD4	ENSG00000125637	2
TUBA4A	ENSG00000127824	2
VIL1	ENSG00000127831	2
AAMP	ENSG00000127837	2
PNKD	ENSG00000127838	2
MYO1B	ENSG00000128641	2
MTX2	ENSG00000128654	2
CHN1	ENSG00000128656	2
OSGEPL1	ENSG00000128694	2
ORMDL1	ENSG00000128699	2
HAT1	ENSG00000128708	2
SH3BP4	ENSG00000130147	2
NDUFA10	ENSG00000130414	2
PXDN	ENSG00000130508	2
PTCD3	ENSG00000132300	2
IMMT	ENSG00000132305	2
MRPL35	ENSG00000132313	2
IQCA1	ENSG00000132321	2
ILKAP	ENSG00000132323	2
PER2	ENSG00000132326	2
RAMP1	ENSG00000132329	2
SCLY	ENSG00000132330	2
YWHAQ	ENSG00000134308	2
KIDINS220	ENSG00000134313	2
GRHL1	ENSG00000134317	2
ROCK2	ENSG00000134318	2
RSAD2	ENSG00000134321	2
MYCN	ENSG00000134323	2
LPIN1	ENSG00000134324	2
CMPK2	ENSG00000134326	2
IAH1	ENSG00000134330	2
C2orf7	ENSG00000135617	2
SEMA4F	ENSG00000135622	2
CCT7	ENSG00000135624	2
RAB11FIP5	ENSG00000135631	2
SMYD5	ENSG00000135632	2
DYSF	ENSG00000135636	2
CCDC142	ENSG00000135637	2
GPR55	ENSG00000135898	2
SP110	ENSG00000135899	2
MRPL44	ENSG00000135900	2
DOCK10	ENSG00000135905	2
TTLL4	ENSG00000135912	2
USP37	ENSG00000135913	2
HTR2B	ENSG00000135914	2
ITM2C	ENSG00000135916	2
SERPINE2	ENSG00000135919	2
DNAJB2	ENSG00000135924	2
WNT10A	ENSG00000135925	2
TMBIM1	ENSG00000135926	2
CYP27A1	ENSG00000135929	2
EIF4E2	ENSG00000135930	2
ARMC9	ENSG00000135931	2
CAB39	ENSG00000135932	2
COX5B	ENSG00000135940	2
REV1	ENSG00000135945	2
TSGA10	ENSG00000135951	2
MFSD9	ENSG00000135953	2
TMEM127	ENSG00000135956	2
EDAR	ENSG00000135960	2
TGFBRAP1	ENSG00000135966	2
GCC2	ENSG00000135968	2
MRPS9	ENSG00000135972	2
C2orf49	ENSG00000135974	2
ANKRD36	ENSG00000135976	2
EPC2	ENSG00000135999	2
ARHGEF4	ENSG00000136002	2
MARCH7	ENSG00000136536	2
ERMN	ENSG00000136541	2
TANK	ENSG00000136560	2
CBWD2	ENSG00000136682	2
IL1RN	ENSG00000136689	2
SMPD4	ENSG00000136699	2
WDR33	ENSG00000136709	2
CCDC115	ENSG00000136710	2
SAP130	ENSG00000136715	2
BIN1	ENSG00000136717	2
IMP4	ENSG00000136718	2
HS6ST1	ENSG00000136720	2
UGGT1	ENSG00000136731	2
GYPC	ENSG00000136732	2
IFT172	ENSG00000138002	2
EPT1	ENSG00000138018	2
CGREF1	ENSG00000138028	2
HADHB	ENSG00000138029	2
KHK	ENSG00000138030	2
ADCY3	ENSG00000138031	2
PPM1B	ENSG00000138032	2
PNPT1	ENSG00000138035	2
DYNC2LI1	ENSG00000138036	2
THUMPD2	ENSG00000138050	2
CYP1B1	ENSG00000138061	2
RAB1A	ENSG00000138069	2
ACTR2	ENSG00000138071	2
PREB	ENSG00000138073	2
SLC5A6	ENSG00000138074	2
PREPL	ENSG00000138078	2
SLC3A1	ENSG00000138079	2
EMILIN1	ENSG00000138080	2
FBXO11	ENSG00000138081	2
C2orf28	ENSG00000138085	2
CENPO	ENSG00000138092	2
LRPPRC	ENSG00000138095	2
DTNB	ENSG00000138101	2
ATIC	ENSG00000138363	2
SMARCAL1	ENSG00000138375	2
BARD1	ENSG00000138376	2
STAT4	ENSG00000138378	2
ALS2CR8	ENSG00000138380	2
ASNSD1	ENSG00000138381	2
METTL5	ENSG00000138382	2
SSB	ENSG00000138385	2
NAB1	ENSG00000138386	2
PPIG	ENSG00000138398	2
FASTKD1	ENSG00000138399	2
HECW2	ENSG00000138411	2
IDH1	ENSG00000138413	2
OLA1	ENSG00000138430	2
CIR1	ENSG00000138433	2
SSFA2	ENSG00000138434	2
FAM117B	ENSG00000138439	2
WDR12	ENSG00000138442	2
ABI2	ENSG00000138443	2
ITGAV	ENSG00000138448	2
SLC40A1	ENSG00000138449	2
RNPEPL1	ENSG00000142327	2
CAPN10	ENSG00000142330	2
ACP1	ENSG00000143727	2
MBOAT2	ENSG00000143797	2
PDIA6	ENSG00000143870	2
RHOB	ENSG00000143878	2
ATP6V1C2	ENSG00000143882	2
HNRPLL	ENSG00000143889	2
GALM	ENSG00000143891	2
C2orf34	ENSG00000143919	2
EML4	ENSG00000143924	2
CALM2	ENSG00000143933	2
CHAC2	ENSG00000143942	2
RPS27A	ENSG00000143947	2
C2orf86	ENSG00000143951	2
VPS54	ENSG00000143952	2
ASXL2	ENSG00000143970	2
ETAA1	ENSG00000143971	2
SNRPG	ENSG00000143977	2
ABHD1	ENSG00000143994	2
MEIS1	ENSG00000143995	2
CIAO1	ENSG00000144021	2
ZNF514	ENSG00000144026	2
SNRNP200	ENSG00000144028	2
MRPS5	ENSG00000144029	2
ANKRD53	ENSG00000144031	2
TPRKB	ENSG00000144034	2
EXOC6B	ENSG00000144036	2
SFXN5	ENSG00000144040	2
TEX261	ENSG00000144043	2
DQX1	ENSG00000144045	2
DUSP11	ENSG00000144048	2
NPHP1	ENSG00000144061	2
THNSL2	ENSG00000144115	2
RALB	ENSG00000144118	2
TMEM177	ENSG00000144120	2
RABL2A	ENSG00000144134	2
SLC20A1	ENSG00000144136	2
FBLN7	ENSG00000144152	2
ZC3H8	ENSG00000144161	2
LIPT1	ENSG00000144182	2
FAHD2B	ENSG00000144199	2
LYG1	ENSG00000144214	2
AFF3	ENSG00000144218	2
UBXN4	ENSG00000144224	2
SPOPL	ENSG00000144228	2
GPR17	ENSG00000144230	2
POLR2D	ENSG00000144231	2
AMMECR1L	ENSG00000144233	2
PKP4	ENSG00000144283	2
SLC4A10	ENSG00000144290	2
SCRN3	ENSG00000144306	2
KIAA1715	ENSG00000144320	2
CDCA7	ENSG00000144354	2
UBR3	ENSG00000144357	2
PHOSPHO2	ENSG00000144362	2
HSPD1	ENSG00000144381	2
FAM119A	ENSG00000144401	2
PTH2R	ENSG00000144407	2
NBEAL1	ENSG00000144426	2
C2orf67	ENSG00000144445	2
SPAG16	ENSG00000144451	2
RHBDD1	ENSG00000144468	2
CXCR7	ENSG00000144476	2
HES6	ENSG00000144485	2
ESPNL	ENSG00000144488	2
ANKMY1	ENSG00000144504	2
COPS7B	ENSG00000144524	2
DIS3L2	ENSG00000144535	2
FAM134A	ENSG00000144567	2
CTDSP1	ENSG00000144579	2
RQCD1	ENSG00000144580	2
STK11IP	ENSG00000144589	2
GMPPA	ENSG00000144591	2
WASH2P	ENSG00000146556	2
HNMT	ENSG00000150540	2
LYPD6B	ENSG00000150556	2
TMEM18	ENSG00000151353	2
PIGF	ENSG00000151665	2
ANKAR	ENSG00000151687	2
INPP1	ENSG00000151689	2
MFSD6	ENSG00000151690	2
RNF144A	ENSG00000151692	2
ASAP2	ENSG00000151693	2
ADAM17	ENSG00000151694	2
NBAS	ENSG00000151779	2
AP1S3	ENSG00000152056	2
MZT2B	ENSG00000152082	2
FAM168B	ENSG00000152102	2
MGAT5	ENSG00000152127	2
TMEM163	ENSG00000152128	2
CCDC75	ENSG00000152133	2
GEMIN6	ENSG00000152147	2
PDK1	ENSG00000152256	2
TCF7L1	ENSG00000152284	2
TGOLN2	ENSG00000152291	2
ZFP36L2	ENSG00000152518	2
PLEKHH2	ENSG00000152527	2
CLEC4F	ENSG00000152672	2
SLC30A6	ENSG00000152683	2
RASGRP3	ENSG00000152689	2
ACOXL	ENSG00000153093	2
BCL2L11	ENSG00000153094	2
ANAPC1	ENSG00000153107	2
RANBP2	ENSG00000153201	2
MERTK	ENSG00000153208	2
TMEM87B	ENSG00000153214	2
NR4A2	ENSG00000153234	2
RBMS1	ENSG00000153250	2
SCN3A	ENSG00000153253	2
RMND5A	ENSG00000153561	2
CD8A	ENSG00000153563	2
RPIA	ENSG00000153574	2
PID1	ENSG00000153823	2
TRIP12	ENSG00000153827	2
FBXO36	ENSG00000153832	2
ATP5G3	ENSG00000154518	2
PROM2	ENSG00000155066	2
DBI	ENSG00000155368	2
MKI67IP	ENSG00000155438	2
RBM45	ENSG00000155636	2
TTN	ENSG00000155657	2
KCTD18	ENSG00000155729	2
FAM126B	ENSG00000155744	2
ALS2CR12	ENSG00000155749	2
ALS2CR4	ENSG00000155755	2
FZD7	ENSG00000155760	2
B3GNT7	ENSG00000156966	2
PDE6D	ENSG00000156973	2
FMNL2	ENSG00000157827	2
FAM59B	ENSG00000157833	2
C2orf39	ENSG00000157856	2
AGAP1	ENSG00000157985	2
KRTCAP3	ENSG00000157992	2
BRE	ENSG00000158019	2
DUSP2	ENSG00000158050	2
GALNT14	ENSG00000158089	2
CNNM4	ENSG00000158158	2
MITD1	ENSG00000158411	2
EIF5B	ENSG00000158417	2
C2orf62	ENSG00000158428	2
C2orf29	ENSG00000158435	2
ZFAND2B	ENSG00000158552	2
C2orf65	ENSG00000159374	2
HK2	ENSG00000159399	2
SNED1	ENSG00000162804	2
KLRAQ1	ENSG00000162869	2
PKDCC	ENSG00000162878	2
OXER1	ENSG00000162881	2
HAAO	ENSG00000162882	2
REL	ENSG00000162924	2
PUS10	ENSG00000162927	2
PEX13	ENSG00000162928	2
KIAA1841	ENSG00000162929	2
RFTN2	ENSG00000162944	2
CAPN13	ENSG00000162949	2
MEMO1	ENSG00000162959	2
DPY30	ENSG00000162961	2
C2orf60	ENSG00000162971	2
C2orf47	ENSG00000162972	2
PQLC3	ENSG00000162976	2
ARL5A	ENSG00000162980	2
C2orf63	ENSG00000162994	2
PRORSD1P	ENSG00000162997	2
DUSP19	ENSG00000162999	2
CCDC104	ENSG00000163001	2
NUP35	ENSG00000163002	2
CCDC138	ENSG00000163006	2
FBXO41	ENSG00000163013	2
ACTG2	ENSG00000163017	2
C2orf44	ENSG00000163026	2
SMC6	ENSG00000163029	2
ANKRD30BL	ENSG00000163046	2
SLC16A14	ENSG00000163053	2
TEKT4	ENSG00000163060	2
SGPP2	ENSG00000163082	2
INHBB	ENSG00000163083	2
BBS5	ENSG00000163093	2
NEURL3	ENSG00000163121	2
ANKRD23	ENSG00000163126	2
ERCC3	ENSG00000163161	2
RNF149	ENSG00000163162	2
IWS1	ENSG00000163166	2
BOLA3	ENSG00000163170	2
CDC42EP3	ENSG00000163171	2
DHX57	ENSG00000163214	2
ARHGAP25	ENSG00000163219	2
TGFA	ENSG00000163235	2
CCNYL1	ENSG00000163249	2
FZD5	ENSG00000163251	2
GPR155	ENSG00000163328	2
COL6A3	ENSG00000163359	2
TMEM169	ENSG00000163449	2
CXCR1	ENSG00000163464	2
ARPC2	ENSG00000163466	2
RNF25	ENSG00000163481	2
STK36	ENSG00000163482	2
CCDC141	ENSG00000163492	2
CWC22	ENSG00000163510	2
ANKZF1	ENSG00000163516	2
GLB1L	ENSG00000163521	2
SGOL2	ENSG00000163535	2
SUCLG1	ENSG00000163541	2
ICA1L	ENSG00000163596	2
CTLA4	ENSG00000163599	2
ICOS	ENSG00000163600	2
UCN	ENSG00000163794	2
ZNF513	ENSG00000163795	2
SLC4A1AP	ENSG00000163798	2
PLB1	ENSG00000163803	2
SPDYA	ENSG00000163806	2
WDR43	ENSG00000163811	2
MMADHC	ENSG00000168288	2
DTYMK	ENSG00000168393	2
ING5	ENSG00000168395	2
ATG4B	ENSG00000168397	2
KLHL30	ENSG00000168427	2
SDPR	ENSG00000168497	2
FAM178B	ENSG00000168754	2
SEMA4C	ENSG00000168758	2
CNNM3	ENSG00000168763	2
ATOH8	ENSG00000168874	2
SFTPB	ENSG00000168878	2
USP39	ENSG00000168883	2
C2orf68	ENSG00000168887	2
TMEM150A	ENSG00000168890	2
RNF181	ENSG00000168894	2
VAMP5	ENSG00000168899	2
MAT2A	ENSG00000168906	2
MFF	ENSG00000168958	2
E2F6	ENSG00000169016	2
COL4A3	ENSG00000169031	2
IRS1	ENSG00000169047	2
SCN9A	ENSG00000169432	2
SLC38A11	ENSG00000169507	2
ZEB2	ENSG00000169554	2
PCBP1	ENSG00000169564	2
NFU1	ENSG00000169599	2
CKAP2L	ENSG00000169607	2
APLF	ENSG00000169621	2
BUB1	ENSG00000169679	2
LIMS1	ENSG00000169756	2
UGP2	ENSG00000169764	2
MAP3K2	ENSG00000169967	2
MYO7B	ENSG00000169994	2
UBE2E3	ENSG00000170035	2
HNRNPA3	ENSG00000170144	2
FAM161A	ENSG00000170264	2
B3GNT2	ENSG00000170340	2
ZNF804A	ENSG00000170396	2
TMEM182	ENSG00000170417	2
NPAS2	ENSG00000170485	2
ACYP2	ENSG00000170634	2
FOXN2	ENSG00000170802	2
FEZ2	ENSG00000171055	2
TRMT61B	ENSG00000171103	2
PRKCE	ENSG00000171132	2
SOCS5	ENSG00000171150	2
RBKS	ENSG00000171174	2
NMUR1	ENSG00000171596	2
RRM2	ENSG00000171848	2
RPS7	ENSG00000171863	2
RNASEH1	ENSG00000171865	2
MAL	ENSG00000172005	2
KLF11	ENSG00000172059	2
EIF2AK3	ENSG00000172071	2
KRCC1	ENSG00000172086	2
CD8B	ENSG00000172116	2
LASS6	ENSG00000172292	2
MYEOV2	ENSG00000172428	2
SP3	ENSG00000172845	2
METAP1D	ENSG00000172878	2
LCLAT1	ENSG00000172954	2
SH3RF3	ENSG00000172985	2
COMMD1	ENSG00000173163	2
RAPH1	ENSG00000173166	2
AHSA2	ENSG00000173209	2
MZT2A	ENSG00000173272	2
SFT2D3	ENSG00000173349	2
OBFC2A	ENSG00000173559	2
GPR113	ENSG00000173567	2
PSMD1	ENSG00000173692	2
AGFG1	ENSG00000173744	2
UBXN2A	ENSG00000173960	2
DES	ENSG00000175084	2
NCRNA00116	ENSG00000175701	2
CREG2	ENSG00000175874	2
KCMF1	ENSG00000176407	2
CCDC121	ENSG00000176714	2
BOK	ENSG00000176720	2
PFN4	ENSG00000176732	2
THAP4	ENSG00000176946	2
RBM44	ENSG00000177483	2
RPRM	ENSG00000177519	2
ARL6IP6	ENSG00000177917	2
C2orf69	ENSG00000178074	2
GEN1	ENSG00000178295	2
CD28	ENSG00000178562	2
GPR35	ENSG00000178623	2
SERTAD2	ENSG00000179833	2
NRXN1	ENSG00000179915	2
GPBAR1	ENSG00000179921	2
PRKRA	ENSG00000180228	2
MCFD2	ENSG00000180398	2
CXCR2	ENSG00000180871	2
D2HGDH	ENSG00000180902	2
CACNB4	ENSG00000182389	2
C2orf82	ENSG00000182600	2
FUNDC2P2	ENSG00000182814	2
SLC8A1	ENSG00000183023	2
NEB	ENSG00000183091	2
C2orf64	ENSG00000183513	2
TTC32	ENSG00000183891	2
UBE2F	ENSG00000184182	2
KCNK12	ENSG00000184261	2
KCNH7	ENSG00000184611	2
FAM110C	ENSG00000184731	2
RBM43	ENSG00000184898	2
C2orf79	ENSG00000184924	2
SP140L	ENSG00000185404	2
MRPL30	ENSG00000185414	2
LYG2	ENSG00000185674	2
C2orf76	ENSG00000186132	2
GPAT2	ENSG00000186281	2
C2orf84	ENSG00000186453	2
SEPT10	ENSG00000186522	2
C2orf89	ENSG00000186854	2
SESTD1	ENSG00000187231	2
PTMA	ENSG00000187514	2
TET3	ENSG00000187605	2
RGPD1	ENSG00000187627	2
C2orf88	ENSG00000187699	2
NHEJ1	ENSG00000187736	2
MORN2	ENSG00000188010	2
ARL4C	ENSG00000188042	2
ZC3H6	ENSG00000188177	2
RUFY4	ENSG00000188282	2
CERKL	ENSG00000188452	2
DUSP28	ENSG00000188542	2
SLC4A5	ENSG00000188687	2
TMEM198	ENSG00000188760	2
ASTL	ENSG00000188886	2
FAM150B	ENSG00000189292	2
FAM179A	ENSG00000189350	2
TMEM194B	ENSG00000189362	2
SPATS2L	ENSG00000196141	2
WDSUB1	ENSG00000196151	2
GREB1	ENSG00000196208	2
NIF3L1	ENSG00000196290	2
RFX8	ENSG00000196460	2
PRPF40A	ENSG00000196504	2
POTEF	ENSG00000196604	2
TTC30B	ENSG00000196659	2
CHRNG	ENSG00000196811	2
ARID5A	ENSG00000196843	2
RGPD4	ENSG00000196862	2
C2orf55	ENSG00000196872	2
ANKRD36B	ENSG00000196912	2
SLC39A10	ENSG00000196950	2
ANXA4	ENSG00000196975	2
PGAP1	ENSG00000197121	2
C1D	ENSG00000197223	2
PELI1	ENSG00000197329	2
TTC30A	ENSG00000197557	2
DPP4	ENSG00000197635	2
RPE	ENSG00000197713	2
RPL37A	ENSG00000197756	2
FAM49A	ENSG00000197872	2
HIBCH	ENSG00000198130	2
ANKRD57	ENSG00000198142	2
SPRED2	ENSG00000198369	2
GFPT1	ENSG00000198380	2
ITSN2	ENSG00000198399	2
GPN1	ENSG00000198522	2
PABPC1P2	ENSG00000198526	2
TLK1	ENSG00000198586	2
COPS8	ENSG00000198612	2
STK39	ENSG00000198648	2
ITPRIPL1	ENSG00000198885	2
ATG9A	ENSG00000198925	2
TRAF3IP1	ENSG00000204104	2
GIGYF2	ENSG00000204120	2
BMPR2	ENSG00000204217	2
COL5A2	ENSG00000204262	2
DFNB59	ENSG00000204311	2
MBD5	ENSG00000204406	2
POTEKP	ENSG00000204434	2
TBC1D8	ENSG00000204634	2
MRPL53	ENSG00000204822	2
DCTN1	ENSG00000204843	2
NAT8B	ENSG00000204872	2
FBXO48	ENSG00000204923	2
VIT	ENSG00000205221	2
MFSD2B	ENSG00000205639	2
SNORA75	ENSG00000206885	2
SNORA70B	ENSG00000206937	2
SNORD94	ENSG00000208772	2
TSN	ENSG00000211460	2
SNORD89	ENSG00000212283	2
KLHL23	ENSG00000213160	2
ANKRD39	ENSG00000213337	2
FTH1P3	ENSG00000213453	2
LBH	ENSG00000213626	2
PPP1CB	ENSG00000213639	2
C2orf18	ENSG00000213699	2
SLC23A3	ENSG00000213901	2
EML6	ENSG00000214595	2
CAPN14	ENSG00000214711	2
MIR663B	ENSG00000221288	2
PPP3R1	ENSG00000221823	2
C2orf16	ENSG00000221843	2
TIGD1	ENSG00000221944	2
NCRNA00152	ENSG00000222041	2
MSL3L2	ENSG00000224287	2
TMEM185B	ENSG00000226479	2
OST4	ENSG00000228474	2
FLJ12334	ENSG00000228784	2
CXCR2P1	ENSG00000229754	2
ANKRD36BP2	ENSG00000230006	2
LOC100133985	ENSG00000231327	2
DIRC3	ENSG00000231672	2
DYTN	ENSG00000232125	2
C2orf58	ENSG00000232973	2
DDX11L2	ENSG00000236397	2
C2orf46	ENSG00000236790	2
C2orf74	ENSG00000237651	2
RNF103	ENSG00000239305	2
KBTBD10	ENSG00000239474	2
C2orf61	ENSG00000239605	2
WBP1	ENSG00000239779	2
PPIL3	ENSG00000240344	2
RPL23AP7	ENSG00000240356	2
RDH14	ENSG00000240857	2
CD302	ENSG00000241399	2
MRPL33	ENSG00000243147	2
STON1	ENSG00000243244	2
WDR92	ENSG00000243667	2
TUBA4B	ENSG00000243910	2
ZNF512	ENSG00000243943	2
ASPRV1	ENSG00000244617	2
MARS2	ENSG00000247626	2
ATP6V1E2	ENSG00000250565	2
MIR3682	ENSG00000265452	2
C2orf15	ENSG00000273045	2
SMEK2	ENSG00000275052	2
ZNF2	ENSG00000275111	2
C2orf81	ENSG00000284308	2
C2orf27A	ENSG00000287151	2
DPM1	ENSG00000000419	20
CYP24A1	ENSG00000019186	20
ZFP64	ENSG00000020256	20
C20orf43	ENSG00000022277	20
PHF20	ENSG00000025293	20
TOMM34	ENSG00000025772	20
KCNG1	ENSG00000026559	20
FAM65C	ENSG00000042062	20
NNAT	ENSG00000053438	20
ATP9A	ENSG00000054793	20
OGFR	ENSG00000060491	20
SPAG4	ENSG00000061656	20
ELMO2	ENSG00000062598	20
CTSA	ENSG00000064601	20
EYA2	ENSG00000064655	20
BCAS1	ENSG00000064787	20
CST7	ENSG00000077984	20
CBFA2T2	ENSG00000078699	20
ITCH	ENSG00000078747	20
TP53INP2	ENSG00000078804	20
MYH7B	ENSG00000078814	20
SLC35C2	ENSG00000080189	20
RBL1	ENSG00000080839	20
DLGAP4	ENSG00000080845	20
GNAS	ENSG00000087460	20
PHACTR3	ENSG00000087495	20
AURKA	ENSG00000087586	20
CASS4	ENSG00000087589	20
EDEM2	ENSG00000088298	20
DNMT3B	ENSG00000088305	20
TPX2	ENSG00000088325	20
FER1L4	ENSG00000088340	20
PDRG1	ENSG00000088356	20
EPB41L1	ENSG00000088367	20
CRLS1	ENSG00000088766	20
ATRN	ENSG00000088812	20
SMOX	ENSG00000088826	20
SIGLEC1	ENSG00000088827	20
FKBP1A	ENSG00000088832	20
NSFL1C	ENSG00000088833	20
SLC4A11	ENSG00000088836	20
C20orf194	ENSG00000088854	20
ZNF343	ENSG00000088876	20
EBF4	ENSG00000088881	20
CPXM1	ENSG00000088882	20
MAVS	ENSG00000088888	20
ProSAPiP1	ENSG00000088899	20
XRN2	ENSG00000088930	20
PLK1S1	ENSG00000088970	20
SNX5	ENSG00000089006	20
SIRPG	ENSG00000089012	20
ESF1	ENSG00000089048	20
RBBP9	ENSG00000089050	20
SLC23A2	ENSG00000089057	20
C20orf30	ENSG00000089063	20
C20orf12	ENSG00000089091	20
TASP1	ENSG00000089123	20
KIF16B	ENSG00000089177	20
TRMT6	ENSG00000089195	20
CHGB	ENSG00000089199	20
COL9A3	ENSG00000092758	20
PLTP	ENSG00000100979	20
PCIF1	ENSG00000100982	20
GSS	ENSG00000100983	20
MMP9	ENSG00000100985	20
TRPC4AP	ENSG00000100991	20
PYGB	ENSG00000100994	20
ABHD12	ENSG00000100997	20
PROCR	ENSG00000101000	20
GINS1	ENSG00000101003	20
NINL	ENSG00000101004	20
CD40	ENSG00000101017	20
UQCC	ENSG00000101019	20
ZMYND8	ENSG00000101040	20
SGK2	ENSG00000101049	20
IFT52	ENSG00000101052	20
MYBL2	ENSG00000101057	20
NDRG3	ENSG00000101079	20
SLA2	ENSG00000101082	20
C20orf24	ENSG00000101084	20
NFATC2	ENSG00000101096	20
PABPC1L	ENSG00000101104	20
STK4	ENSG00000101109	20
ADNP	ENSG00000101126	20
PFDN4	ENSG00000101132	20
CSTF1	ENSG00000101138	20
RAE1	ENSG00000101146	20
TPD52L2	ENSG00000101150	20
DNAJC5	ENSG00000101152	20
TH1L	ENSG00000101158	20
CTSZ	ENSG00000101160	20
PRPF6	ENSG00000101161	20
TUBB1	ENSG00000101162	20
SLMO2	ENSG00000101166	20
HRH3	ENSG00000101180	20
GTPBP5	ENSG00000101181	20
PSMA7	ENSG00000101182	20
SLCO4A1	ENSG00000101187	20
NTSR1	ENSG00000101188	20
C20orf20	ENSG00000101189	20
TCFL5	ENSG00000101190	20
DIDO1	ENSG00000101191	20
C20orf11	ENSG00000101193	20
SLC17A9	ENSG00000101194	20
BIRC7	ENSG00000101197	20
ARFGAP1	ENSG00000101199	20
EEF1A2	ENSG00000101210	20
PTK6	ENSG00000101213	20
GMEB2	ENSG00000101216	20
C20orf27	ENSG00000101220	20
CDC25B	ENSG00000101224	20
ISM1	ENSG00000101230	20
RNF24	ENSG00000101236	20
ARFRP1	ENSG00000101246	20
C20orf7	ENSG00000101247	20
TRIB3	ENSG00000101255	20
RASSF2	ENSG00000101265	20
CSNK2A1	ENSG00000101266	20
ANGPT4	ENSG00000101280	20
RSPO4	ENSG00000101282	20
CDS2	ENSG00000101290	20
HM13	ENSG00000101294	20
SNPH	ENSG00000101298	20
SIRPB1	ENSG00000101307	20
SEC23B	ENSG00000101310	20
C20orf160	ENSG00000101331	20
MYL9	ENSG00000101335	20
HCK	ENSG00000101336	20
TM9SF4	ENSG00000101337	20
C20orf118	ENSG00000101342	20
CRNKL1	ENSG00000101343	20
POFUT1	ENSG00000101346	20
SAMHD1	ENSG00000101347	20
KIF3B	ENSG00000101350	20
C20orf132	ENSG00000101353	20
NOP56	ENSG00000101361	20
MANBAL	ENSG00000101363	20
IDH3B	ENSG00000101365	20
MAPRE1	ENSG00000101367	20
JAG1	ENSG00000101384	20
CDK5RAP1	ENSG00000101391	20
SNTA1	ENSG00000101400	20
OXT	ENSG00000101405	20
TTI1	ENSG00000101407	20
E2F1	ENSG00000101412	20
RPRD1B	ENSG00000101413	20
PXMP4	ENSG00000101417	20
CHMP4B	ENSG00000101421	20
BPI	ENSG00000101425	20
CST3	ENSG00000101439	20
ASIP	ENSG00000101440	20
ACTR5	ENSG00000101442	20
AHCY	ENSG00000101444	20
PPP1R16B	ENSG00000101445	20
FAM83D	ENSG00000101447	20
